i, time, sound
1790, 37.2917, -12323
1791, 37.3125, -11377
1792, 37.3333, -10406
1793, 37.3542, -9430
1794, 37.375, -8377
1795, 37.3958, -7359
1796, 37.4167, -6558
1797, 37.4375, -5972
1798, 37.4583, -5491
1799, 37.4792, -5071
1800, 37.5, -4601
1801, 37.5208, -3827
1802, 37.5417, -2654
1803, 37.5625, -1364
1804, 37.5833, -371
1805, 37.6042, 160
1806, 37.625, 390
1807, 37.6458, 503
1808, 37.6667, 441
1809, 37.6875, 59
1810, 37.7083, -572
1811, 37.7292, -1229
1812, 37.75, -1790
1813, 37.7708, -2193
1814, 37.7917, -2324
1815, 37.8125, -2119
1816, 37.8333, -1589
1817, 37.8542, -710
1818, 37.875, 522
1819, 37.8958, 2042
1820, 37.9167, 3881
1821, 37.9375, 6117
1822, 37.9583, 8534
1823, 37.9792, 10768
1824, 38, 12772
1825, 38.0208, 14732
1826, 38.0417, 16649
1827, 38.0625, 18341
1828, 38.0833, 19712
1829, 38.1042, 20781
1830, 38.125, 21546
1831, 38.1458, 21911
1832, 38.1667, 21813
1833, 38.1875, 21317
1834, 38.2083, 20472
1835, 38.2292, 19215
1836, 38.25, 17586
1837, 38.2708, 15820
1838, 38.2917, 14166
1839, 38.3125, 12834
1840, 38.3333, 11968
1841, 38.3542, 11510
1842, 38.375, 11303
1843, 38.3958, 11327
1844, 38.4167, 11616
1845, 38.4375, 12126
1846, 38.4583, 12798
1847, 38.4792, 13508
1848, 38.5, 13987
1849, 38.5208, 13927
1850, 38.5417, 13115
1851, 38.5625, 11480
1852, 38.5833, 9145
1853, 38.6042, 6387
1854, 38.625, 3511
1855, 38.6458, 716
1856, 38.6667, -1991
1857, 38.6875, -4715
1858, 38.7083, -7480
1859, 38.7292, -10214
1860, 38.75, -12846
1861, 38.7708, -15307
1862, 38.7917, -17482
1863, 38.8125, -19205
1864, 38.8333, -20276
1865, 38.8542, -20534
1866, 38.875, -19907
1867, 38.8958, -18338
1868, 38.9167, -15795
1869, 38.9375, -12354
1870, 38.9583, -8185
1871, 38.9792, -3561
1872, 39, 1139
1873, 39.0208, 5600
1874, 39.0417, 9649
1875, 39.0625, 13103
1876, 39.0833, 15779
1877, 39.1042, 17684
1878, 39.125, 18888
1879, 39.1458, 19315
1880, 39.1667, 18888
1881, 39.1875, 17713
1882, 39.2083, 15978
1883, 39.2292, 13866
1884, 39.25, 11589
1885, 39.2708, 9367
1886, 39.2917, 7430
1887, 39.3125, 6004
1888, 39.3333, 5192
1889, 39.3542, 4968
1890, 39.375, 5353
1891, 39.3958, 6309
1892, 39.4167, 7577
1893, 39.4375, 8878
1894, 39.4583, 10086
1895, 39.4792, 11075
1896, 39.5, 11735
1897, 39.5208, 12089
1898, 39.5417, 12108
1899, 39.5625, 11608
1900, 39.5833, 10471
1901, 39.6042, 8686
1902, 39.625, 6231
1903, 39.6458, 3172
1904, 39.6667, -231
1905, 39.6875, -3730
1906, 39.7083, -7238
1907, 39.7292, -10663
1908, 39.75, -13704
1909, 39.7708, -16073
1910, 39.7917, -17846
1911, 39.8125, -19222
1912, 39.8333, -19990
1913, 39.8542, -19734
1914, 39.875, -18492
1915, 39.8958, -16785
1916, 39.9167, -15064
1917, 39.9375, -13414
1918, 39.9583, -11732
1919, 39.9792, -10031
1920, 40, -8490
1921, 40.0208, -7274
1922, 40.0417, -6434
1923, 40.0625, -5913
1924, 40.0833, -5590
1925, 40.1042, -5454
1926, 40.125, -5618
1927, 40.1458, -6034
1928, 40.1667, -6551
1929, 40.1875, -7285
1930, 40.2083, -8385
1931, 40.2292, -9567
1932, 40.25, -10472
1933, 40.2708, -11167
1934, 40.2917, -11786
1935, 40.3125, -12165
1936, 40.3333, -12189
1937, 40.3542, -11960
1938, 40.375, -11439
1939, 40.3958, -10458
1940, 40.4167, -9147
1941, 40.4375, -7894
1942, 40.4583, -6917
1943, 40.4792, -6228
1944, 40.5, -5898
1945, 40.5208, -6032
1946, 40.5417, -6623
1947, 40.5625, -7608
1948, 40.5833, -8944
1949, 40.6042, -10473
1950, 40.625, -11836
1951, 40.6458, -12716
1952, 40.6667, -13063
1953, 40.6875, -12931
1954, 40.7083, -12315
1955, 40.7292, -11371
1956, 40.75, -10452
1957, 40.7708, -9670
1958, 40.7917, -8805
1959, 40.8125, -7805
1960, 40.8333, -6942
1961, 40.8542, -6377
1962, 40.875, -5973
1963, 40.8958, -5551
1964, 40.9167, -5008
1965, 40.9375, -4178
1966, 40.9583, -2914
1967, 40.9792, -1397
1968, 41, -111
1969, 41.0208, 630
1970, 41.0417, 929
1971, 41.0625, 997
1972, 41.0833, 862
1973, 41.1042, 450
1974, 41.125, -194
1975, 41.1458, -866
1976, 41.1667, -1377
1977, 41.1875, -1712
1978, 41.2083, -1897
1979, 41.2292, -1810
1980, 41.25, -1284
1981, 41.2708, -305
1982, 41.2917, 1010
1983, 41.3125, 2579
1984, 41.3333, 4418
1985, 41.3542, 6520
1986, 41.375, 8756
1987, 41.3958, 10972
1988, 41.4167, 13100
1989, 41.4375, 15116
1990, 41.4583, 16989
1991, 41.4792, 18683
1992, 41.5, 20128
1993, 41.5208, 21241
1994, 41.5417, 22002
1995, 41.5625, 22383
1996, 41.5833, 22271
1997, 41.6042, 21609
1998, 41.625, 20509
1999, 41.6458, 19103
2000, 41.6667, 17429
2001, 41.6875, 15607
2002, 41.7083, 13934
2003, 41.7292, 12660
2004, 41.75, 11837
2005, 41.7708, 11434
2006, 41.7917, 11370
2007, 41.8125, 11508
2008, 41.8333, 11814
2009, 41.8542, 12355
2010, 41.875, 13069
2011, 41.8958, 13752
2012, 41.9167, 14189
2013, 41.9375, 14095
2014, 41.9583, 13196
2015, 41.9792, 11461
2016, 42, 9060
2017, 42.0208, 6225
2018, 42.0417, 3271
2019, 42.0625, 464
2020, 42.0833, -2184
2021, 42.1042, -4810
2022, 42.125, -7507
2023, 42.1458, -10263
2024, 42.1667, -12969
2025, 42.1875, -15518
2026, 42.2083, -17809
2027, 42.2292, -19607
2028, 42.25, -20638
2029, 42.2708, -20835
2030, 42.2917, -20202
2031, 42.3125, -18620
2032, 42.3333, -16007
2033, 42.3542, -12455
2034, 42.375, -8158
2035, 42.3958, -3452
2036, 42.4167, 1237
2037, 42.4375, 5634
2038, 42.4583, 9605
2039, 42.4792, 12951
2040, 42.5, 15483
2041, 42.5208, 17203
2042, 42.5417, 18207
2043, 42.5625, 18523
2044, 42.5833, 18128
2045, 42.6042, 17029
2046, 42.625, 15319
2047, 42.6458, 13231
2048, 42.6667, 11066
2049, 42.6875, 9047
2050, 42.7083, 7312
2051, 42.7292, 6012
2052, 42.75, 5300
2053, 42.7708, 5250
2054, 42.7917, 5813
2055, 42.8125, 6821
2056, 42.8333, 8062
2057, 42.8542, 9366
2058, 42.875, 10568
2059, 42.8958, 11464
2060, 42.9167, 11933
2061, 42.9375, 12031
2062, 42.9583, 11847
2063, 42.9792, 11306
2064, 43, 10209
2065, 43.0208, 8426
2066, 43.0417, 5981
2067, 43.0625, 3042
2068, 43.0833, -162
2069, 43.1042, -3527
2070, 43.125, -7042
2071, 43.1458, -10435
2072, 43.1667, -13275
2073, 43.1875, -15533
2074, 43.2083, -17449
2075, 43.2292, -18881
2076, 43.25, -19460
2077, 43.2708, -19133
2078, 43.2917, -18078
2079, 43.3125, -16544
2080, 43.3333, -14883
2081, 43.3542, -13258
2082, 43.375, -11567
2083, 43.3958, -9877
2084, 43.4167, -8439
2085, 43.4375, -7329
2086, 43.4583, -6544
2087, 43.4792, -6141
2088, 43.5, -6033
2089, 43.5208, -6039
2090, 43.5417, -6151
2091, 43.5625, -6496
2092, 43.5833, -7157
2093, 43.6042, -8105
2094, 43.625, -9197
2095, 43.6458, -10240
2096, 43.6667, -11064
2097, 43.6875, -11566
2098, 43.7083, -11813
2099, 43.7292, -11975
2100, 43.75, -12003
2101, 43.7708, -11622
2102, 43.7917, -10755
2103, 43.8125, -9616
2104, 43.8333, -8411
2105, 43.8542, -7265
2106, 43.875, -6397
2107, 43.8958, -5978
2108, 43.9167, -5899
2109, 43.9375, -6038
2110, 43.9583, -6603
2111, 43.9792, -7805
2112, 44, -9369
2113, 44.0208, -10815
2114, 44.0417, -11957
2115, 44.0625, -12760
2116, 44.0833, -13023
2117, 44.1042, -12630
2118, 44.125, -11830
2119, 44.1458, -10959
2120, 44.1667, -10084
2121, 44.1875, -9135
2122, 44.2083, -8170
2123, 44.2292, -7334
2124, 44.25, -6699
2125, 44.2708, -6268
2126, 44.2917, -6007
2127, 44.3125, -5764
2128, 44.3333, -5258
2129, 44.3542, -4271
2130, 44.375, -2882
2131, 44.3958, -1440
2132, 44.4167, -310
2133, 44.4375, 315
2134, 44.4583, 503
2135, 44.4792, 509
2136, 44.5, 433
2137, 44.5208, 111
2138, 44.5417, -512
2139, 44.5625, -1199
2140, 44.5833, -1727
2141, 44.6042, -2021
2142, 44.625, -2022
2143, 44.6458, -1699
2144, 44.6667, -1047
2145, 44.6875, -25
2146, 44.7083, 1355
2147, 44.7292, 3016
2148, 44.75, 4966
2149, 44.7708, 7196
2150, 44.7917, 9499
2151, 44.8125, 11668
2152, 44.8333, 13694
2153, 44.8542, 15642
2154, 44.875, 17446
2155, 44.8958, 18937
2156, 44.9167, 20057
2157, 44.9375, 20932
2158, 44.9583, 21601
2159, 44.9792, 21874
2160, 45, 21619
2161, 45.0208, 20937
2162, 45.0417, 19917
2163, 45.0625, 18521
2164, 45.0833, 16808
2165, 45.1042, 15051
2166, 45.125, 13528
2167, 45.1458, 12355
2168, 45.1667, 11572
2169, 45.1875, 11199
2170, 45.2083, 11128
2171, 45.2292, 11210
2172, 45.25, 11477
2173, 45.2708, 12053
2174, 45.2917, 12861
2175, 45.3125, 13622
2176, 45.3333, 14030
2177, 45.3542, 13838
2178, 45.375, 12865
2179, 45.3958, 11042
2180, 45.4167, 8522
2181, 45.4375, 5721
