i, time, sound
1927, 43.6961, 2890
1928, 43.7188, 2465
1929, 43.7415, 1774
1930, 43.7642, 977
1931, 43.7868, 336
1932, 43.8095, -48
1933, 43.8322, -391
1934, 43.8549, -945
1935, 43.8776, -1585
1936, 43.9002, -2043
1937, 43.9229, -2476
1938, 43.9456, -3019
1939, 43.9683, -3341
1940, 43.9909, -3173
1941, 44.0136, -2618
1942, 44.0363, -1909
1943, 44.059, -1079
1944, 44.0816, -54
1945, 44.1043, 1107
1946, 44.127, 2155
1947, 44.1497, 2734
1948, 44.1723, 2837
1949, 44.195, 2737
1950, 44.2177, 2394
1951, 44.2404, 1601
1952, 44.263, 524
1953, 44.2857, -465
1954, 44.3084, -1214
1955, 44.3311, -1796
1956, 44.3537, -2380
1957, 44.3764, -3129
1958, 44.3991, -4096
1959, 44.4218, -5176
1960, 44.4444, -6274
1961, 44.4671, -7290
1962, 44.4898, -7956
1963, 44.5125, -8031
1964, 44.5351, -7451
1965, 44.5578, -6346
1966, 44.5805, -4992
1967, 44.6032, -3473
1968, 44.6259, -1820
1969, 44.6485, -336
1970, 44.6712, 752
1971, 44.6939, 1435
1972, 44.7166, 1750
1973, 44.7392, 1703
1974, 44.7619, 1245
1975, 44.7846, 435
1976, 44.8073, -462
1977, 44.8299, -1185
1978, 44.8526, -1873
1979, 44.8753, -2886
1980, 44.898, -4166
1981, 44.9206, -5374
1982, 44.9433, -6361
1983, 44.966, -7290
1984, 44.9887, -8326
1985, 45.0113, -9175
1986, 45.034, -9334
1987, 45.0567, -8672
1988, 45.0794, -7439
1989, 45.102, -5936
1990, 45.1247, -4376
1991, 45.1474, -2818
1992, 45.1701, -1288
1993, 45.1927, 72
1994, 45.2154, 1230
1995, 45.2381, 2244
1996, 45.2608, 2990
1997, 45.2834, 3206
1998, 45.3061, 2862
1999, 45.3288, 2251
2000, 45.3515, 1614
2001, 45.3741, 1019
2002, 45.3968, 397
2003, 45.4195, -325
2004, 45.4422, -1051
